task,directive,feedback_loop,learning,none,not_classified,task_iteration,validation
"collect and analyze survey data, regulatory information, and data on demographic and employment trends to forecast enrollment patterns and curriculum change needs.",,,,,1.0,,
"collect and analyze survey data, regulatory information, and demographic and employment trends to forecast enrollment patterns and the need for curriculum changes.",0.8125,,,,0.1875,,
"collect and analyze web metrics, such as visits, time on site, page views per visit, transaction volume and revenue, traffic mix, click-through rates, conversion rates, cost per acquisition, or cost per click.",0.8658536585365852,,,,0.13414634146341464,,
"collect and deposit money into accounts, disburse funds from cash accounts to pay bills or invoices, keep records of collections and disbursements, and ensure accounts are balanced.",,,,,1.0,,
"collect business intelligence data from available industry reports, public information, field reports, or purchased sources.",0.935788949726232,0.007964161274265804,0.008959681433549029,0.03086112493777999,0.005973120955699354,0.010452961672473868,
"collect data about existing client hardware, software, networking, or key business processes to inform implementation of radio frequency identification device (rfid) technology.",,,,,1.0,,
"collect data about the attitudes, values, and behaviors of people in groups, using observation, interviews, and review of documents.",0.8666666666666667,,,,0.13333333333333333,,
"collect data relating to commercial or residential development, population, or power system interconnection to determine operating efficiency of electrical systems.",0.8235294117647058,,,,0.17647058823529413,,
collect data through surveys or experimentation.,0.7878787878787878,,,,0.2121212121212121,,
"collect information about clients through interviews, observation, or tests.",0.75,,,,0.25,,
"collect information about clients, using techniques such as testing, interviewing, discussion, and observation.",0.6785714285714286,,,,0.32142857142857145,,
"collect information about individuals or clients, using interviews, case histories, observational techniques, and other assessment methods.",0.4473684210526316,,,0.30263157894736836,0.25,,
"collect information and make judgments through observation, interviews, and review of documents.",0.7111111111111111,,,,0.2888888888888889,,
collect or compile nanotechnology research or engineering data.,0.8297872340425532,,,,0.1702127659574468,,
"collect samples of materials or products, checking them to ensure conformance to specifications or sending them to laboratories for analysis.",0.748768472906404,,,,0.039408866995073885,,0.21182266009852216
"collect, analyze, and interpret data such as election results and public opinion surveys, reporting on findings, recommendations, and conclusions.",0.84375,,,,0.15625,,
"collect, compile, or integrate geographic information systems (gis) data, such as remote sensing or cartographic data for inclusion in map manuscripts.",1.0,,,,,,
"collect, record, and maintain patient information, such as medical histories, reports, and examination results.",0.9193548387096775,,,,0.08064516129032258,,
"collect, record, and maintain patient information, such as medical history, reports, and examination results.",0.9311594202898551,,,,0.06884057971014493,,
"collect, synthesize, analyze, manage, and report environmental data, such as pollution emission measurements, atmospheric monitoring measurements, meteorological or mineralogical information, or soil or water samples.",0.8876404494382022,,,,0.11235955056179775,,
combine secondary data sources with keyword research to more accurately profile and satisfy user intent.,0.9714285714285714,,,,0.02857142857142857,,
"communicate behavioral observations and student progress reports to students, parents, teachers, or administrators.",,,,,1.0,,
"communicate client assessment findings and recommendations in oral, written, audio, video, or other forms.",0.8409090909090909,,,,0.1590909090909091,,
"communicate research or project results to other professionals or the public or teach related courses, seminars, or workshops.",,,0.6142857142857143,,0.3857142857142858,,
"communicate research results through conference presentations, scientific publications, or project reports.",,,,,1.0,,
"communicate security status, updates, and actual or potential problems, using established protocols.",0.5555555555555556,,,0.35185185185185186,0.0925925925925926,,
"communicate students' progress to students, parents or teachers in written progress reports, in person, by phone, or by email.",0.6190476190476191,,,,0.38095238095238093,,
"communicate technical or marketing information about distance learning via podcasts, webinars, and other technologies.",,,,,1.0,,
"communicate to actors the approach, characterization, and movement needed for each scene in such a way that rehearsals and takes are minimized.",0.7,,,,0.3,,
"communicate to faculty, students, or other users availability of, or changes to, distance learning courses or materials, programs, services, or applications.",0.5166666666666667,,,0.38333333333333336,0.1,,
"communicate with clients to build rapport, acknowledge their progress, or reflect upon their reactions to musical experiences.",0.18,,,0.56,0.05,0.21,
"communicate with customers regarding orders, comments, and complaints.",0.7391304347826086,,,,0.2608695652173913,,
"communicate with customers, competitors, suppliers, professional organizations, or others to stay abreast of industry or business trends.",,,,,1.0,,
"communicate with customers, employees, and other individuals to answer questions, disseminate or explain information, take orders, and address complaints.",0.3212121212121212,,,0.43636363636363634,0.042424242424242434,0.2,
"communicate with customers, sales staff, or marketing staff to determine customer needs.",0.46666666666666656,,,0.35555555555555557,0.17777777777777778,,
"communicate with dispatchers by radio, telephone, or computer to exchange information and receive requests for passenger service.",0.8181818181818182,,,,0.18181818181818182,,
"communicate with readers, viewers, advertisers, or the general public via mail, email, or telephone.",,,,,1.0,,
communicate with staff or clients to understand specific system requirements.,0.7894736842105263,,,,0.21052631578947367,,
