task,directive,feedback_loop,learning,none,task_iteration,validation,not_classified
Answer customers' questions about merchandise and advise customers on merchandise selection.,0.3713,0.0504,0.361,0.0353,0.1348,0.0471,0.0
Answer customers' questions about postal services and regulations.,0.32,0.16,0.36,0.04,0.0,0.12,0.0
"Answer customers' questions about products, prices, availability, or credit terms.",0.3862,0.09820000000000001,0.2879,0.0616,0.1459,0.0202,0.0
"Answer customers' questions about products, prices, availability, product uses, and credit terms.",0.34759999999999996,0.0929,0.4142,0.0277,0.0901,0.0274,0.0
"Answer customers' questions about services, prices, availability, or credit terms.",0.3931,0.08539999999999999,0.2889,0.136,0.0805,0.016,0.0
"Answer customers' questions and explain available services, such as deposit accounts, bonds, and securities.",0.2286,0.0143,0.5428999999999999,0.0286,0.1857,0.0,0.0
"Answer customers' questions, and provide information on procedures or policies.",0.2192,0.0662,0.5775,0.0317,0.0722,0.0331,0.0
"Answer inquiries concerning the progress of medical cases, within the limits of confidentiality laws.",0.39130000000000004,0.0,0.087,0.2609,0.2609,0.0,0.0
"Answer inquiries from current or prospective customers regarding methods, materials, or price ranges.",0.4375,0.0417,0.25,0.0208,0.22920000000000001,0.0208,0.0
"Answer inquiries from the general public regarding judicial procedures, court appearances, trial dates, adjournments, outstanding warrants, summonses, subpoenas, witness fees, or payment of fines.",0.2396,0.11460000000000001,0.5104,0.0,0.0833,0.0521,0.0
"Answer inquiries pertaining to hotel policies and services, and resolve occupants' complaints.",0.32409999999999994,0.12960000000000002,0.3056,0.0741,0.11109999999999999,0.0556,0.0
"Answer inquiries pertaining to hotel services, guest registration, and travel directions, or make recommendations regarding shopping, dining, or entertainment.",0.2484,0.0784,0.4183,0.052300000000000006,0.1895,0.0131,0.0
"Answer inquiries regarding information, such as schedules, accommodations, procedures, or policies.",0.1834,0.0942,0.561,0.0235,0.09119999999999999,0.0467,0.0
"Answer inquiries regarding rates, routing, or procedures.",0.19579999999999997,0.1058,0.5608,0.0106,0.0741,0.0529,0.0
"Answer passengers' questions about flights, aircraft, weather, travel routes and services, arrival times, or schedules.",0.5935,0.11380000000000001,0.122,0.0163,0.1301,0.024399999999999998,0.0
Answer patients' calls and determine how to assist them.,0.2632,0.1316,0.3947,0.1316,0.0789,0.0,0.0
Answer questions about game rules and casino policies.,0.2061,0.1636,0.2727,0.19390000000000002,0.1273,0.0364,0.0
Answer questions about game rules or casino policies.,0.17739999999999997,0.22579999999999997,0.2527,0.2097,0.0968,0.037599999999999995,0.0
Answer questions about product features and benefits.,0.2824,0.0692,0.4804,0.0496,0.0925,0.026000000000000002,0.0
Answer questions about records or files.,0.3436,0.09820000000000001,0.1656,0.1472,0.1411,0.1043,0.0
Answer questions and provide future tax planning to clients.,0.1509,0.1226,0.1226,0.0189,0.5660000000000001,0.0189,0.0
"Answer questions or provide advice to the public regarding licensing policies, procedures, or regulations.",0.22399999999999998,0.1769,0.4464,0.0146,0.10550000000000001,0.0325,0.0
"Answer questions regarding examinations, eligibility, salaries, benefits, and other pertinent information.",0.3062,0.0574,0.4545,0.0048,0.11960000000000001,0.0574,0.0
Answer questions regarding the store and its merchandise.,0.5583,0.0971,0.1456,0.0583,0.0922,0.048499999999999995,0.0
Answer questions that patients have about their health and well-being.,0.1732,0.1925,0.5294,0.0213,0.047400000000000005,0.0363,0.0
"Answer simple questions about clients' businesses, using reference files.",0.5524,0.0248,0.2498,0.04,0.09449999999999999,0.0384,0.0
Answer students' questions.,0.19260000000000002,0.0276,0.6439,0.0029,0.115,0.0179,0.0
Answer telephone calls and respond to inquiries or transfer calls.,0.1725,0.020499999999999997,0.3948,0.35450000000000004,0.042800000000000005,0.0149,0.0
Answer telephones and schedule appointments.,0.6522,0.1739,0.0,0.0,0.1739,0.0,0.0
"Answer telephones, and route calls or deliver messages.",0.8095,0.0,0.0,0.1905,0.0,0.0,0.0
Answer user inquiries regarding computer software or hardware operation to resolve problems.,0.20420000000000002,0.44179999999999997,0.2514,0.0285,0.061500000000000006,0.0127,0.0
"Apply analytic methods or tools to understand, predict, or control logistics operations or processes.",0.4643,0.0,0.1429,0.0,0.39289999999999997,0.0,0.0
Apply customer feedback to service improvement efforts.,0.16670000000000001,0.11109999999999999,0.0,0.0,0.7222,0.0,0.0
"Apply elements of music theory to create musical and tonal structures, including harmonies and melodies.",0.29760000000000003,0.16670000000000001,0.047599999999999996,0.011899999999999999,0.47619999999999996,0.0,0.0
"Apply engineering principles or practices to emerging fields, such as robotics, waste management, or biomedical engineering.",0.5,0.0,0.125,0.0,0.375,0.0,0.0
Apply for and obtain all necessary permits or licenses.,0.4138,0.3448,0.0345,0.0,0.1724,0.0345,0.0
"Apply mathematical or statistical techniques to address practical issues in finance, such as derivative valuation, securities trading, risk management, or financial market regulation.",0.41100000000000003,0.041100000000000005,0.3699,0.0137,0.16440000000000002,0.0,0.0
"Apply mathematical theories and techniques to the solution of practical problems in business, engineering, the sciences, or other fields.",0.5054,0.0258,0.2354,0.005699999999999999,0.1905,0.037200000000000004,0.0
"Apply modeling or quantitative analysis to forecast events, such as human decisions or behaviors, the structure or processes of organizations, or the attitudes or actions of human groups.",0.2,0.1067,0.1333,0.0,0.56,0.0,0.0
"Apply relevant laws, regulations, policies, or precedents to reach conclusions.",0.3427,0.0464,0.2095,0.0052,0.3464,0.049800000000000004,0.0
Apply selected research findings to practice.,0.3243,0.013500000000000002,0.4865,0.0,0.1351,0.0405,0.0
"Apply story development, directing, cinematography, and editing to animation to create storyboards that show the flow of the animation and map out key scenes and characters.",0.3624,0.10039999999999999,0.0,0.0087,0.524,0.0044,0.0
"Apply theoretical expertise and innovation to create or apply new technology, such as adapting principles for applying computers to new uses.",0.2696,0.1492,0.3089,0.0183,0.2487,0.0052,0.0
Appraise and inventory real and personal property for estate planning.,0.4167,0.0833,0.0417,0.0,0.4583,0.0,0.0
"Appraise property values, assessing income potential when relevant.",0.42310000000000003,0.1026,0.0641,0.0256,0.34619999999999995,0.0385,0.0
"Archive documents, conduct research, and read copy, using the internet and various computer programs.",0.6015999999999999,0.0622,0.0509,0.0045000000000000005,0.272,0.0088,0.0
Arrange and edit music to fit style and purpose.,0.2414,0.0862,0.0172,0.0172,0.6379,0.0,0.0
"Arrange music composed by others, changing the music to achieve desired effects.",0.2778,0.22219999999999998,0.0,0.0,0.5,0.0,0.0
"Arrange telephone answering services, deliver mail and packages, or answer questions regarding locations for eating and entertainment.",0.5025999999999999,0.1094,0.08070000000000001,0.0339,0.2656,0.0078000000000000005,0.0
Ask questions that will help clients identify their feelings and behaviors.,0.0318,0.2754,0.3044,0.203,0.1199,0.0655,0.0
"Assemble and issue required documentation, such as tickets, travel insurance policies, or itineraries.",0.413,0.1304,0.0,0.0217,0.413,0.0217,0.0
Assemble documentation packages and produce drawing sets to be checked by an engineer or an architect.,0.40740000000000004,0.0926,0.0,0.037000000000000005,0.42590000000000006,0.037000000000000005,0.0
"Assemble sets of assumptions, and explore the consequences of each set.",0.162,0.0274,0.44549999999999995,0.0281,0.19329999999999997,0.1437,0.0
"Assess blockchain threats, such as untested code and unprotected keys.",0.2245,0.38780000000000003,0.1837,0.0,0.1429,0.061200000000000004,0.0
"Assess client functioning levels, strengths, and areas of need in terms of perceptual, sensory, affective, communicative, musical, physical, cognitive, social, spiritual, or other abilities.",0.2857,0.07139999999999999,0.2143,0.0143,0.2143,0.2,0.0
"Assess clients' functioning in areas such as vision, orientation and mobility skills, social and emotional issues, cognition, physical abilities, and personal goals.",0.21050000000000002,0.21050000000000002,0.0526,0.0,0.36840000000000006,0.15789999999999998,0.0
"Assess clients' overall financial situations by reviewing income, assets, debts, expenses, credit reports, or other financial information.",0.2615,0.2923,0.09230000000000001,0.0,0.3538,0.0,0.0
"Assess clients' soft tissue condition, joint quality and function, muscle strength, and range of motion.",0.2,0.1231,0.15380000000000002,0.0154,0.3077,0.2,0.0
"Assess effectiveness and efficiency of instruction according to ease of instructional technology use and student learning, knowledge transfer, and satisfaction.",0.225,0.025,0.025,0.05,0.225,0.45,0.0
Assess employee performance and suggest ways to improve work.,0.4028,0.0556,0.0,0.0,0.5,0.0417,0.0
Assess employee performance.,0.4347,0.0819,0.031,0.0066,0.3505,0.09519999999999999,0.0
Assess nature and extent of illness or injury to establish and prioritize medical procedures.,0.2876,0.366,0.22219999999999998,0.006500000000000001,0.098,0.0196,0.0
"Assess nutritional needs, diet restrictions, and current health plans to develop and implement dietary-care plans and provide nutritional counseling.",0.07690000000000001,0.5117,0.1304,0.0,0.25420000000000004,0.0268,0.0
"Assess or propose sustainability initiatives, considering factors such as cost effectiveness, technical feasibility, and acceptance.",0.7368000000000001,0.0,0.0526,0.0526,0.15789999999999998,0.0,0.0
"Assess patients' mental and physical status, based on the presenting symptoms and complaints.",0.1793,0.3586,0.2138,0.0138,0.11720000000000001,0.11720000000000001,0.0
"Assess patients' psychosocial status and needs, including areas such as sleep patterns, anxiety, grief, anger, and support systems.",0.20829999999999999,0.3333,0.2917,0.0417,0.125,0.0,0.0
"Assess performance following athletic competition, identifying strengths and weaknesses and making adjustments to improve future performance.",0.3134,0.1343,0.08960000000000001,0.0149,0.209,0.23879999999999998,0.0
Assess physical performance requirements to aid in the development of individualized recovery or rehabilitation exercise programs.,0.16670000000000001,0.2143,0.16670000000000001,0.047599999999999996,0.3095,0.09519999999999999,0.0
"Assess project feasibility by analyzing technology, resource needs, or market demand.",0.3676,0.0836,0.11320000000000001,0.0166,0.3145,0.1045,0.0
"Assess staffing needs and recruit staff, using methods such as newspaper advertisements or attendance at job fairs.",0.4286,0.07139999999999999,0.0179,0.0,0.4643,0.0179,0.0
