task,directive,feedback_loop,learning,none,not_classified,task_iteration,validation
"apply story development, directing, cinematography, and editing to animation to create storyboards that show the flow of the animation and map out key scenes and characters.",,,,,0.5588235294117647,0.4411764705882353,
"appoint individuals to faculty positions, and evaluate their performance.",,,,,1.0,,
"appraise property values, assessing income potential when relevant.",0.40434782608695646,,0.12608695652173912,,0.12173913043478261,0.34782608695652173,
"appraise, evaluate, and inventory real property and equipment, recording information such as the description, value, and location of property.",0.417910447761194,,,,0.582089552238806,,
"arrange and conduct sports-related activities, such as training camps, skill-improvement courses, clinics, and pre-season try-outs.",,,,,1.0,,
"arrange and mount typeset material and illustrations into paste-ups for printing reproduction, based on artists' or editors' layouts.",,,,,1.0,,
"arrange conference, meeting, or travel reservations for office personnel.",0.3900709219858156,,,,0.1914893617021277,0.41843971631205684,
"arrange financing of deals from sources such as financial institutions, agencies, or public or private companies.",0.4230769230769231,,,,0.2435897435897436,0.33333333333333326,
arrange for advertising or posting of job vacancies and notify eligible workers of position availability.,0.3870967741935484,,,,0.04985337243401761,0.5630498533724341,
"arrange for debt repayment or establish repayment schedules, based on customers' financial situations.",,,,,0.4594594594594595,0.5405405405405406,
"arrange for tour or expedition details such as accommodations, transportation, equipment, and the availability of medical personnel.",,,,,0.43333333333333335,0.5666666666666665,
arrange interviews with people who can provide information about a story.,,,,,1.0,,
arrange merchandise and sales promotion displays or issue sales promotion materials to customers.,,,,,1.0,,
"arrange music composed by others, changing the music to achieve desired effects.",,,,,0.3877551020408163,0.6122448979591837,
"arrange tours, taxis, or restaurant reservations for customers.",0.46601941747572817,,,,0.07766990291262135,0.4563106796116505,
"ask questions in accordance with instructions to obtain various specified information, such as person's name, address, age, religious preference, or state of residency.",0.5443037974683544,,,0.3164556962025317,0.13924050632911392,,
ask questions that will help clients identify their feelings and behaviors.,,,0.6346153846153846,0.1490384615384615,0.1201923076923077,0.09615384615384617,
"assemble and compile documents for loan closings, such as title abstracts, insurance forms, loan forms, and tax receipts.",0.45,,,,0.55,,
assemble documentation packages and produce drawing sets which are checked by an engineer or an architect.,0.47916666666666674,,,,0.10416666666666669,0.41666666666666674,
"assess clients' overall financial situation by reviewing income, assets, debts, expenses, credit reports, or other financial information.",0.33333333333333326,,,,0.6666666666666665,,
"assess cost effectiveness of products, projects or services, tracking actual costs relative to bids as the project develops.",,,,,0.5609756097560976,0.4390243902439025,
"assess current or future customer needs and priorities through communicating directly with customers, conducting surveys, or other methods.",0.6176470588235294,,,,0.38235294117647056,,
assess existing facilities' needs for new or modified telecommunications systems.,,,0.41666666666666674,,0.5833333333333334,,
assess nature and extent of illness or injury to establish and prioritize medical procedures.,,,,,1.0,,
"assess nutritional needs, diet restrictions and current health plans to develop and implement dietary-care plans and provide nutritional counseling.",0.21414913957934992,0.1147227533460803,0.22179732313575523,,0.011472275334608031,0.3632887189292543,0.0745697896749522
"assess or propose sustainability initiatives, considering factors such as cost effectiveness, technical feasibility, and acceptance.",,,,,1.0,,
assess patients for risk of suicide attempts.,,,,,1.0,,
assess patients' general physical appearance to make diagnoses.,,,0.5957446808510638,,0.4042553191489361,,
assess patients' mental and physical status based on the presenting symptoms and complaints.,,,0.7346938775510204,,0.2653061224489796,,
assess patients' response to treatments and modify treatments according to protocol if necessary.,,,,,1.0,,
"assess performance following athletic competition, identifying strengths and weaknesses and making adjustments to improve future performance.",,,,,1.0,,
"assess project feasibility by analyzing technology, resource needs, and market demand.",0.3119266055045872,,0.27522935779816515,,0.13761467889908255,0.27522935779816515,
assess risks to mitigate potential consequences of incidents and develop a plan to respond to incidents.,0.27472527472527475,,0.15934065934065933,,0.05494505494505495,0.3296703296703296,0.1813186813186813
"assess staffing needs and recruit staff, using methods such as newspaper advertisements or attendance at job fairs.",0.45714285714285724,,,,0.11428571428571428,0.4285714285714285,
assess students' dancing abilities to determine where improvement or change is needed.,,,,,1.0,,
"assess the identity, strength, or purity of medications.",0.2169811320754717,,0.6415094339622641,,0.07075471698113209,0.07075471698113209,
assess the nature and level of threats so that the scope of the problem can be determined.,0.24752475247524758,,0.26732673267326734,,0.10891089108910892,0.18811881188118812,0.18811881188118812
assess the usefulness of pre-developed application packages and adapt them to a user environment.,0.23672391017173053,0.07450462351387054,0.5101717305151915,0.0095112285336856,,0.13976221928665783,0.029326287978863937
"assess training needs through surveys, interviews with employees, focus groups, or consultation with managers, instructors, or customer representatives.",0.5192307692307693,,,,0.4807692307692308,,
assign and grade class work and homework.,0.5632183908045977,,,,0.12643678160919541,0.3103448275862069,
assign or schedule tasks to meet work priorities and goals.,,,,,1.0,,
assist clients in obtaining insurance reimbursements.,,,,,1.0,,
"assist cooks and kitchen staff with various tasks as needed, and provide cooks with needed items.",,,,,1.0,,
assist customers by providing information and resolving their complaints.,0.3072139303482588,0.11691542288557213,0.06343283582089553,0.053482587064676616,,0.34950248756218905,0.10945273631840796
"assist customers, such as responding to customer complaints and updating them about back-ordered parts.",0.3947368421052632,,,,0.6052631578947368,,
"assist engineers in the design, configuration, or application of robotic systems.",0.1652892561983471,,0.487603305785124,,0.09917355371900827,0.24793388429752067,
