task,directive,feedback_loop,learning,none,task_iteration,validation,not_classified
"Assess project feasibility by analyzing technology, resource needs, or market demand.",0.9665,0.0072,0.0024,0.0016,0.0068000000000000005,0.0155,0.0
Assess students' progress throughout tutoring sessions.,0.26940000000000003,0.22149999999999997,0.1689,0.0548,0.025099999999999997,0.26030000000000003,0.0
"Assess the needs and interests of individuals and groups and plan activities accordingly, given the available equipment or facilities.",0.7277,0.0827,0.0141,0.1497,0.0225,0.0031,0.0
"Assess the physical security of servers, systems, or network devices to identify vulnerability to temperature, vandalism, or natural disasters.",0.9348000000000001,0.0435,0.0,0.0,0.0,0.0217,0.0
"Assess the quality of security controls, using performance indicators.",0.879,0.006500000000000001,0.0,0.0086,0.0086,0.09720000000000001,0.0
Assess the usefulness of pre-developed application packages and adapt them to a user environment.,0.9274,0.0189,0.0032,0.0252,0.0032,0.022099999999999998,0.0
Assess the user-interface or usability characteristics of products.,0.907,0.0222,0.0038,0.015300000000000001,0.0040999999999999995,0.047599999999999996,0.0
Assign duties or responsibilities to project personnel.,0.8556,0.1333,0.0,0.0111,0.0,0.0,0.0
"Assign duties, responsibilities, and spans of authority to project personnel.",0.9,0.05,0.0,0.05,0.0,0.0,0.0
Assign employees to specific duties.,0.8095,0.047599999999999996,0.0,0.0,0.1429,0.0,0.0
Assign or schedule tasks to meet work priorities and goals.,0.8193,0.0964,0.0,0.0241,0.0602,0.0,0.0
Assist customers by providing information and resolving their complaints.,0.6789000000000001,0.1158,0.0842,0.0895,0.0175,0.013999999999999999,0.0
Assist in laying out material for publication.,0.875,0.0179,0.0,0.0536,0.0536,0.0,0.0
Assist individuals in filling out applications or questionnaires.,0.6609999999999999,0.2966,0.0,0.0254,0.0169,0.0,0.0
Assist students who need extra help with their coursework outside of class.,0.28309999999999996,0.1325,0.3795,0.0392,0.0512,0.11449999999999999,0.0
"Assist students who need extra help, such as by tutoring and preparing and implementing remedial programs.",0.2432,0.2432,0.3514,0.027000000000000003,0.0,0.1351,0.0
Attempt to sell additional merchandise or services to prospective or current customers by telephone or through visits.,0.6322,0.1379,0.0115,0.1839,0.023,0.0115,0.0
"Attend receptions, dinners, and conferences to meet people, exchange views and information, and develop working relationships.",0.6786,0.07139999999999999,0.0179,0.2321,0.0,0.0,0.0
"Attend to the needs of the bereaved, such as by offering comfort, counseling, or after-care programs.",0.4,0.1,0.0667,0.3333,0.0667,0.0333,0.0
Authorize payment of invoices or return of merchandise.,0.94,0.06,0.0,0.0,0.0,0.0,0.0
Automate the deployment of software updates over geographically distributed network nodes.,0.7349,0.2048,0.012,0.0241,0.0241,0.0,0.0
Back up or modify applications and related data to provide for disaster recovery.,0.7353000000000001,0.2059,0.0294,0.0294,0.0,0.0,0.0
"Book airline or train tickets, reserve rental cars, or arrange shuttle service for guests.",0.6238,0.2673,0.009899999999999999,0.0297,0.0693,0.0,0.0
"Break systems into their components, assign numerical values to each component, and examine the mathematical relationships between them.",0.9616,0.0104,0.0052,0.0004,0.0028000000000000004,0.0196,0.0
Build and update digital databases.,0.8028,0.0426,0.0006,0.1444,0.0083,0.0013,0.0
Build models for algorithm or control feature verification testing.,0.8889,0.0,0.0,0.0,0.11109999999999999,0.0,0.0
Calculate actual treatment dosages delivered during each session.,0.9309999999999999,0.069,0.0,0.0,0.0,0.0,0.0
"Calculate and quote rates for tours, stocks, insurance policies, or other products or services.",0.7273000000000001,0.12119999999999999,0.0,0.0,0.060599999999999994,0.0909,0.0
Calculate corrections for refractive errors.,0.9259000000000001,0.0,0.0,0.0741,0.0,0.0,0.0
"Calculate costs of materials, overhead, and other expenses, based on estimates, quotations and price lists.",0.6,0.2,0.0,0.0,0.2,0.0,0.0
"Calculate figures, such as required amounts of labor or materials, manufacturing costs, or wages, using pricing schedules, adding machines, calculators, or computers.",0.7895,0.0526,0.0175,0.0,0.1404,0.0,0.0
"Calculate premiums, refunds, commissions, adjustments, or new reserve requirements, using insurance rate standards.",0.7082999999999999,0.0833,0.0,0.0417,0.0417,0.125,0.0
"Calculate purchase subtotals, taxes, and shipping costs for submission to customers.",0.96,0.0,0.0,0.0,0.04,0.0,0.0
"Calculate revenue, sales, and expenses, using financial accounting or spreadsheet software.",0.875,0.0385,0.0192,0.0,0.0481,0.0192,0.0
Calculate valve areas from blood flow velocity measurements.,0.8421,0.0526,0.0526,0.0526,0.0,0.0,0.0
"Calculate, or verify calculations of, prescribed radiation doses.",0.7931,0.069,0.0,0.10339999999999999,0.0345,0.0,0.0
Call customers to collect payment on delinquent accounts.,0.6818000000000001,0.1591,0.0,0.1591,0.0,0.0,0.0
"Care for individuals or families during periods of incapacitation, family disruption, or convalescence, providing companionship, personal care, or help in adjusting to new lifestyles.",0.3102,0.158,0.0222,0.47979999999999995,0.013500000000000002,0.016399999999999998,0.0
Carry messages or documents between departments.,0.8824,0.0441,0.0,0.049,0.0,0.0245,0.0
Check all load-related documentation for completeness and accuracy.,0.9455,0.019799999999999998,0.0,0.0,0.0,0.0347,0.0
"Check completed work for spelling, grammar, punctuation, and format.",0.8004000000000001,0.0062,0.0007000000000000001,0.0028000000000000004,0.0059,0.1841,0.0
"Check construction plans, design calculations, or cost estimations to ensure completeness, accuracy, or conformity to engineering standards or practices.",0.8181999999999999,0.0,0.0,0.0,0.0455,0.1364,0.0
"Check data input or verify totals on forms prepared by others to detect errors in arithmetic, data entry, or procedures.",0.9063,0.0167,0.0,0.0045000000000000005,0.0067,0.0658,0.0
"Check figures, postings, and documents for correct entry, mathematical accuracy, and proper codes.",0.9248999999999999,0.0471,0.0,0.0029,0.0088,0.016200000000000003,0.0
Check identifications to verify age of players.,0.9286,0.0,0.0,0.035699999999999996,0.0,0.035699999999999996,0.0
Check inventory records to determine availability of requested merchandise.,0.8551000000000001,0.057999999999999996,0.014499999999999999,0.0725,0.0,0.0,0.0
"Check original texts or confer with authors to ensure that translations retain the content, meaning, and feeling of the original material.",0.8583,0.005,0.0,0.0017000000000000001,0.0033,0.1317,0.0
Check preliminary and final proofs for errors and make necessary corrections.,0.5422,0.0241,0.0,0.0,0.012,0.4217,0.0
"Check products for quality, and identify damaged or expired goods.",0.9473999999999999,0.0,0.0,0.0,0.0,0.0526,0.0
Check road or weather conditions to determine how routes will be affected.,0.4828,0.46549999999999997,0.0,0.051699999999999996,0.0,0.0,0.0
Check source data to verify completeness and accuracy.,0.8453,0.021,0.003,0.036000000000000004,0.0015,0.0931,0.0
Check specifications of materials loaded or unloaded against information contained in work orders.,0.9587,0.0008,0.0008,0.008199999999999999,0.0,0.0316,0.0
"Check supplies to ensure adequate availability, and order new supplies when necessary.",0.6071,0.3214,0.0,0.0,0.07139999999999999,0.0,0.0
"Check tax forms to verify that names and taxpayer identification numbers are correct, that computations have been performed correctly, or that amounts match those on supporting documentation.",0.925,0.0,0.0,0.0,0.0,0.075,0.0
Check to ensure that appropriate changes were made to resolve customers' problems.,0.4706,0.5,0.0,0.0,0.0294,0.0,0.0
Choose settings and locations for films and determine how scenes will be shot in these settings.,0.8626999999999999,0.0361,0.0012,0.0,0.1,0.0,0.0
"Choose subject matter and suitable form to express personal feelings and experiences or ideas, or to narrate stories or events.",0.4376,0.4839,0.0031,0.0152,0.058499999999999996,0.0018,0.0
Classify and catalog items according to content and purpose.,0.9867,0.006,0.0,0.006,0.0012,0.0,0.0
Classify goods according to tariff coding system.,0.9639,0.0,0.0,0.0,0.0,0.0361,0.0
"Classify, record, and summarize numerical and financial data to compile and keep financial records, using journals and ledgers or computers.",0.8242,0.1319,0.0,0.011000000000000001,0.033,0.0,0.0
Coach client representatives in effective communication with the public or with employees.,0.4866,0.2522,0.0642,0.0821,0.0746,0.0403,0.0
Coach senior executives and managers on leadership and performance.,0.7631999999999999,0.0789,0.10529999999999999,0.0526,0.0,0.0,0.0
Code data in preparation for computer entry.,0.9584999999999999,0.0078000000000000005,0.0006,0.03,0.0029,0.0003,0.0
Code documents according to company procedures.,0.9667,0.0034999999999999996,0.0008,0.0265,0.0023,0.0002,0.0
"Code, classify, and catalog books, publications, films, audio-visual aids, and other library materials, based on subject matter or standard library classification systems.",1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Code, evaluate, or interpret collected study data.",0.9684999999999999,0.0053,0.0044,0.0163,0.003,0.0025,0.0
Collaborate with field staff or customers to evaluate or diagnose problems and recommend possible solutions.,0.4576,0.28809999999999997,0.07339999999999999,0.0452,0.096,0.0395,0.0
Collaborate with others in the organization to ensure successful implementation of chosen problem solutions.,0.4571,0.3429,0.0,0.1429,0.0571,0.0,0.0
Collaborate with staff members to plan or develop programs of events or schedules of activities.,0.6605,0.0926,0.0062,0.024700000000000003,0.1975,0.018500000000000003,0.0
"Collect and analyze Web metrics, such as visits, time on site, page views per visit, transaction volume and revenue, traffic mix, click-through rates, conversion rates, cost per acquisition, or cost per click.",0.9436,0.043899999999999995,0.0031,0.0,0.009399999999999999,0.0,0.0
"Collect and analyze data on customer demographics, preferences, needs, and buying habits to identify potential markets and factors affecting product demand.",0.9081,0.0298,0.0161,0.0298,0.0137,0.0025,0.0
Collect and analyze data to determine environmental conditions and restoration needs.,0.8909,0.0,0.0182,0.0727,0.0,0.0182,0.0
"Collect and analyze data, such as studying old records, tallying the number of outpatients entering each day or week, or participating in federal, state, or local population surveys as a Census Enumerator.",0.9309999999999999,0.0379,0.0,0.0103,0.0172,0.0034000000000000002,0.0
Collect and analyze relevant data to identify real estate market trends.,0.9346,0.0231,0.0115,0.0077,0.0231,0.0,0.0
"Collect and record growth, production, and environmental data.",0.9375,0.0625,0.0,0.0,0.0,0.0,0.0
"Collect and record patient information, such as medical history or examination results, in electronic or handwritten medical records.",0.92,0.04,0.04,0.0,0.0,0.0,0.0
"Collect business intelligence data from available industry reports, public information, field reports, or purchased sources.",0.9662999999999999,0.0128,0.0018,0.0036,0.0146,0.0009,0.0
"Collect data about the attitudes, values, and behaviors of people in groups, using observation, interviews, and review of documents.",0.6970000000000001,0.0455,0.060599999999999994,0.1515,0.0455,0.0,0.0
Collect data through surveys or experimentation.,0.7345,0.053099999999999994,0.0,0.20350000000000001,0.0088,0.0,0.0
"Collect delivery instructions from appropriate sources, verifying instructions and routes.",0.9714,0.0286,0.0,0.0,0.0,0.0,0.0
